EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,AvgWeightOrProdCons

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
2030,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2031,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2032,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2033,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2034,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2035,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2036,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2037,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2038,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2039,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2040,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2041,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2042,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2043,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2044,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2045,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2046,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2047,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2048,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2049,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2050,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
2051,0.06162161,0.05142858,0.007692307,0.00369174,0.03641025,0.001560874,0.05048078,0.00128645,0.002001144,0.006312292,0.1098837,0.1719048,0.09361702,0.05048078,0.06530612,0.1211268,0.5238095,0.1044444,0.03596491,0.03190184,0.01358025,0.1506849,0.1435897,0.02531646,0.06728344,0.1016483,0.07619047,0.2358209,0.003183023,0.07912622,0.03700441,0.06617647,0.04086956,0.07777779,0.03617021,0.06666667,0.1480978,0.03870967,0.06666667,0.02932331,0.05476191,0.07063491,0.07430894,0.02407408,0.02407408,0.2615757,0.4598765,0.00425532,0.0902174,0.06080001,0.03927648,0.09583332,0.3334801,0.2615757,0.2307692,0.2347369,0.02666667,0.09583332,0.5933333,0.2761905,0.6129032,0.1928571,0.2004132,0.0125,0.7822916,0.5192982,0.1111111,0,0,0,0,0,0
